term,estimate,lower,upper,p_negative,p_positive
raw_within,-0.0165415285,-0.233794772,0.20716529025000002,0.5587857142857143,0.4412142857142857
raw_between,-0.241255565,-0.46048979375,-0.027710352050000022,0.9862142857142857,0.013785714285714287
log_within,-0.17519441000000002,-0.37897487175000005,0.03143535827499984,0.9535714285714286,0.04642857142857143
log_between,-0.18245343,-0.4124058565,0.04154590887499972,0.9469285714285715,0.05307142857142857
