num,id,length,brood,date,code,perim,perim2,perim3
1,SW5Z4,1.13,2,2025-02-19,0,3.465,3.53,3.497
2,SW5Z4,1.19,2,2025-02-19,0,3.264,3.326,3.295
3,SW5Z4,1.2,2,2025-02-19,0,3.361,3.424,3.392
4,SW5Z4,1.13,2,2025-02-19,0,3.27,3.332,3.301
5,SW5Z4,1.21,2,2025-02-19,0,3.052,3.11,3.081
6,SW5Z4,1.19,2,2025-02-19,0,3.381,3.445,3.413
7,SW5Z4,1.19,2,2025-02-19,0,3.373,3.437,3.404
8,SW5Z4,1.12,2,2025-02-19,0,3.353,3.416,3.384
9,SW5Z4,1.16,2,2025-02-19,0,3.482,3.547,3.514
10,SW5Z4,1.16,2,2025-02-19,0,3.359,3.423,3.391
11,SW5Z4,1.16,2,2025-02-19,0,3.461,3.527,3.494
12,SW5Z4,1.19,2,2025-02-19,0,3.214,3.275,3.244
13,SW5Z4,1.21,2,2025-02-19,0,3.524,3.591,3.557
14,SW5Z4,1.13,2,2025-02-19,0,3.317,3.38,3.348
15,SW5Z4,1.1,2,2025-02-19,0,3.373,3.437,3.404
16,SW5Z4,1.14,2,2025-02-19,0,3.353,3.416,3.384
17,SW5Z4,1.21,2,2025-02-19,0,2.985,3.042,3.013
18,SW5Z4,1.14,2,2025-02-19,0,3.223,3.284,3.254
19,SW5Z4,1.2,2,2025-02-19,0,3.442,3.507,3.475
20,SW5Z4,1.01,2,2025-02-19,0,3.189,3.249,3.218
21,SW5Z4,1.21,2,2025-02-19,0,3.331,3.394,3.363
22,SW5Z4,1.2,2,2025-02-19,0,3.31,3.373,3.342
23,SW5Z4,1.23,2,2025-02-19,0,3.387,3.451,3.419
24,SW5Z4,1.18,2,2025-02-19,0,3.303,3.366,3.334
25,SW5Z4,1.19,2,2025-02-19,0,3.267,3.328,3.297
26,SW5Z4,1.09,2,2025-02-19,0,3.404,3.468,3.436
